Index,Phylotype,Sub-Phylotype,Sequevar,Sub-sequevar designation,Strainname,Alt Names,"Environmental Source (Soil, Water, unknown plants)",Host Species (Common name),Host Species ,Host Genus,Host Family,Host Order,Year isolated,Location Isolated,Location (Country or Territory),Location (subcontinent),Location (continent),Lat,Long,Genome Accession,Genome Level,Sequencing Tech,egl accession,mutS accession,other accession,Citation,Year published,Data entered by,Comments
5612,I,,15,,CQYY1,,,Nicotiana tabacum (Tobacco),Nicotiana tabacum,Nicotiana,Solanaceae,Solanales,2015,"Youyang, Chongqing , China",China,Eastern Asia,Asia,28.844984,108.763746,,,,KP967599,,,"Li 2016, https://doi.org/10.1094/PDIS-04-15-0384-RE",2016,Jason Avalos,
5613,I,,15,,CQYY2,,,Nicotiana tabacum (Tobacco),Nicotiana tabacum,Nicotiana,Solanaceae,Solanales,2015,"Youyang, Chongqing , China",China,Eastern Asia,Asia,28.844984,108.763746,,,,KP967600,,,"Li 2016, https://doi.org/10.1094/PDIS-04-15-0384-RE",2016,Jason Avalos,
5614,I,,15,,CQYY3,,,Nicotiana tabacum (Tobacco),Nicotiana tabacum,Nicotiana,Solanaceae,Solanales,2015,"Youyang, Chongqing , China",China,Eastern Asia,Asia,28.844984,108.763746,,,,KP967601,,,"Li 2016, https://doi.org/10.1094/PDIS-04-15-0384-RE",2016,Jason Avalos,
5615,I,,15,,HNZMD1,,,Nicotiana tabacum (Tobacco),Nicotiana tabacum,Nicotiana,Solanaceae,Solanales,2015,"Zhumadian, Henan, China",China,Eastern Asia,Asia,33.013341,114.019717,,,,KP967653,,,"Li 2016, https://doi.org/10.1094/PDIS-04-15-0384-RE",2016,Jason Avalos,
5616,I,,15,,HNZMD2,,,Nicotiana tabacum (Tobacco),Nicotiana tabacum,Nicotiana,Solanaceae,Solanales,2015,"Zhumadian, Henan, China",China,Eastern Asia,Asia,33.013341,114.019717,,,,KP967654,,,"Li 2016, https://doi.org/10.1094/PDIS-04-15-0384-RE",2016,Jason Avalos,
5617,I,,15,,HNZMD3,,,Nicotiana tabacum (Tobacco),Nicotiana tabacum,Nicotiana,Solanaceae,Solanales,2015,"Zhumadian, Henan, China",China,Eastern Asia,Asia,33.013341,114.019717,,,,KP967655,,,"Li 2016, https://doi.org/10.1094/PDIS-04-15-0384-RE",2016,Jason Avalos,
5618,I,,17,,GZZY1,,,Nicotiana tabacum (Tobacco),Nicotiana tabacum,Nicotiana,Solanaceae,Solanales,2015,"Zunyi, Guizhou, China",China,Eastern Asia,Asia,27.727119,107.029953,,,,KP967636,,,"Li 2016, https://doi.org/10.1094/PDIS-04-15-0384-RE",2016,Jason Avalos,
5619,I,,17,,GZZY2,,,Nicotiana tabacum (Tobacco),Nicotiana tabacum,Nicotiana,Solanaceae,Solanales,2015,"Zunyi, Guizhou, China",China,Eastern Asia,Asia,27.727119,107.029953,,,,KP967637,,,"Li 2016, https://doi.org/10.1094/PDIS-04-15-0384-RE",2016,Jason Avalos,
5620,I,,17,,GZZY3,,,Nicotiana tabacum (Tobacco),Nicotiana tabacum,Nicotiana,Solanaceae,Solanales,2015,"Zunyi, Guizhou, China",China,Eastern Asia,Asia,27.727119,107.029953,,,,KP967638,,,"Li 2016, https://doi.org/10.1094/PDIS-04-15-0384-RE",2016,Jason Avalos,
5621,I,,17,,Tom1,,,Solanum lycopersicum (Tomato),Solanum lycopersicum,Solanum,Solanaceae,Solanales,2015,"Wuhan, Hubei, China",China,Eastern Asia,Asia,30.580944,114.288989,,,,KM188491,,,"Li 2016, https://doi.org/10.1094/PDIS-04-15-0384-RE",2016,Jason Avalos,
5622,II,IIB,1,,ES-1,,,Solanum tuberosum (Potato),Solanum tuberosum,Solanum,Solanaceae,Solanales,2015,"Enshi, Hubei, China",China,Eastern Asia,Asia,30.297075,109.475265,,,,KP981386,,,"Li 2016, https://doi.org/10.1094/PDIS-04-15-0384-RE",2016,Jason Avalos,
5623,I,,18,,Po43,,,Solanum tuberosum (Potato),Solanum tuberosum,Solanum,Solanaceae,Solanales,2015,"Enshi, Hubei, China",China,Eastern Asia,Asia,30.297075,109.475265,,,,KP967661,,,"Li 2016, https://doi.org/10.1094/PDIS-04-15-0384-RE",2016,Jason Avalos,
5624,II,IIB,1,,Po42,,,Solanum tuberosum (Potato),Solanum tuberosum,Solanum,Solanaceae,Solanales,2015,"Pengzhou, Sichuan, China",China,Eastern Asia,Asia,30.980653,103.940046,,,,KP981387,,,"Li 2016, https://doi.org/10.1094/PDIS-04-15-0384-RE",2016,Jason Avalos,
5625,I,,17,,Po1-1,,,Solanum tuberosum (Potato),Solanum tuberosum,Solanum,Solanaceae,Solanales,2015,"Wuhan, Hubei, China",China,Eastern Asia,Asia,30.580944,114.288989,,,,KP967660,,,"Li 2016, https://doi.org/10.1094/PDIS-04-15-0384-RE",2016,Jason Avalos,
5626,II,IIA,24,,B50,,,Musa acuminata (Banana),Musa acuminata,Musa,Musaceae,Zingiberales,,Brazil,Brazil,Southern America,South America,-9.588903,-51.619789,GCA_000825785.2,Contig(1088),unknown (prior to 2015),,,,"Prior 2016, https://doi.org/10.1186/s12864-016-2413-z",2016,Jason Avalos,
5627,II,IIA,24,,IBSBF1900,,,Musa acuminata (Banana),Musa acuminata,Musa,Musaceae,Zingiberales,2000,Brazil,Brazil,Southern America,South America,-9.588903,-51.619789,GCA_001373275.1,Contig (1131),Illumina,EF371839,EF371871,,"Prior 2016, https://doi.org/10.1186/s12864-016-2413-z",2016,Jason Avalos,
5628,III,,29,,CMR15,CFBP6941,,Solanum lycopersicum (Tomato),Solanum lycopersicum,Solanum,Solanaceae,Solanales,2005,Cameroon,Cameroon,Middle Africa,Africa,4.806512,12.213754,GCA_000427195.1,Contig (7),unknown,KU255925,JF702729,,"Prior 2016, https://doi.org/10.1186/s12864-016-2413-z",2016,Jason Avalos,
5629,II,IIB,4,IIB-4E,UW179,,,Musa acuminata (Banana),Musa acuminata,Musa,Musaceae,Zingiberales,1961,Colombia,Colombia,Southern America,South America,3.065088,-73.129056,GCA_000825805.2,Contig(590),Illumina circa 2015,,,,"Prior 2016, https://doi.org/10.1186/s12864-016-2413-z",2016,Jason Avalos,
5630,II,IIB,1,,UW491,,,Solanum tuberosum (Potato),Solanum tuberosum,Solanum,Solanaceae,Solanales,,Colombia,Colombia,Southern America,South America,3.065088,-73.129056,GCA_001696845.1,Contig(118),Illumina MiSeq,,,,"Prior 2016, https://doi.org/10.1186/s12864-016-2413-z",2016,Jason Avalos,
5631,II,IIB,3,,CFBP1416,,,Musa paradisiaca (Plantain),Musa paradisiaca,Musa,Musaceae,Zingiberales,1967,Costa Rica,Costa Rica,Central America,North America,10.257794,-84.200915,GCA_000825925.2,Contig (653),Illumina,GU294937,,,"Prior 2016, https://doi.org/10.1186/s12864-016-2413-z",2016,Jason Avalos,
5632,II,IIA,36,,CFBP2957,,,Solanum lycopersicum (Tomato),Solanum lycopersicum,Solanum,Solanaceae,Solanales,1987,"Case Pilote, Martinique Island, French West Indes, France",France,Caribbean,North America,47.824905,2.618787,"FP885897, FP885907 Direct Link: https://www.ncbi.nlm.nih.gov/nuccore?term=50685%5BBioProject%5D","Complete (2 contigs) -- CAREFUL, the NCBI Assembly page only includes the chromosome for some reason",,AF295265,,,"Prior 2016, https://doi.org/10.1186/s12864-016-2413-z",2016,Jason Avalos,"Early papers called this IIA-5, but Philippe Prior reassigned this strain to IIA-36"
5633,II,IIA,6,,Grenada9-1,,,Musa acuminata (Banana),Musa acuminata,Musa,Musaceae,Zingiberales,,Grenada,Grenada,Caribbean,North America,12.112926,-61.679377,GCA_000825845.2,Contig (670),Illumina,,,,"Prior 2016, https://doi.org/10.1186/s12864-016-2413-z",2016,Jason Avalos,
5634,IV,,,,BDBR229,,,Musa acuminata (Banana),Musa acuminata,Musa,Musaceae,Zingiberales,,Indonesia,Indonesia,South-Eastern Asia,Asia,-6.175554,106.827216,FR854059 to FR854085. Direct link: https://www.ncbi.nlm.nih.gov/nucleotide?term=txid741978[Organism],Contig(28),,,,,"Prior 2016, https://doi.org/10.1186/s12864-016-2413-z",2016,Jason Avalos,
5635,IV,,9,,R24,,,Syzygium aromaticum (Clove),Syzygium aromaticum,Syzygium,Myrtaceae,Myrtales,,Indonesia,Indonesia,South-Eastern Asia,Asia,-6.175554,106.827216,FR854086 to FR854092. Direct link: https://www.ncbi.nlm.nih.gov/nucleotide?term=txid907261[Organism],Contig (16),,,,,"Prior 2016, https://doi.org/10.1186/s12864-016-2413-z",2016,Jason Avalos,
5636,II,IIB,1,,UW551,,,Pelargonium capitatum (Rose Geranium),Pelargonium capitatum,Pelargonium,Geraniaceae,Geraniales,2003,Kenya,Kenya,Eastern Africa,Africa,0.529862,37.857882,GCA_002251655.1,Complete (2 contigs),PacBio,DQ657596,JF702736,,"Prior 2016, https://doi.org/10.1186/s12864-016-2413-z",2016,Jason Avalos,
5637,II,IIB,4,IIB-4E,Po82,,,Solanum tuberosum (Potato),Solanum tuberosum,Solanum,Solanaceae,Solanales,before 2011,Mexico,Mexico,Central America,North America,23.950464,-102.532867,GCA_000215325.1,Complete (2 contigs),unknown (prior to 2011),CP002820,,,"Prior 2016, https://doi.org/10.1186/s12864-016-2413-z",2016,Jason Avalos,
5638,II,IIB,3,,MolK2,,,Musa acuminata (Banana),Musa acuminata,Musa,Musaceae,Zingiberales,,Philippines,Philippines,South-Eastern Asia,Asia,14.586788,120.981779,GCA_000212635.2,Contig(349),Unknown (prior to 2014),EF371841,AY756813,,"Prior 2016, https://doi.org/10.1186/s12864-016-2413-z",2016,Jason Avalos,
5639,III,,21,,NCPPB1018,,,Solanum tuberosum (Potato),Solanum tuberosum,Solanum,Solanaceae,Solanales,1961,Angola,Angola,Middle Africa,Africa,-12.099395,17.912292,,,,KU255936,AY756772,,"Ravelomanantsoa 2016, https://doi.org/10.7717/peerj.1949",2016,Jason Avalos,
5640,III,,29,,CFBP7042,CMR78,,Capsicum annuum (Pepper),Capsicum annuum,Capsicum,Solanaceae,Solanales,2005,"Melong, Cameroon",Cameroon,Middle Africa,Africa,5.121582,9.949155,,,,EF439764,KU255875,,"Ravelomanantsoa 2016, https://doi.org/10.7717/peerj.1949",2016,Jason Avalos,
5641,III,,29,,CFBP7028,CMR30,,Solanum lycopersicum (Tomato),Solanum lycopersicum,Solanum,Solanaceae,Solanales,2005,"Baham, Cameroon",Cameroon,Middle Africa,Africa,5.334612,10.368438,,,,EF439748,KU255866,,"Ravelomanantsoa 2016, https://doi.org/10.7717/peerj.1949",2016,Jason Avalos,
5642,III,,29,,CFBP7031,CMR36,,Solanum lycopersicum (Tomato),Solanum lycopersicum,Solanum,Solanaceae,Solanales,2005,"Baham, Cameroon",Cameroon,Middle Africa,Africa,5.334612,10.368438,,,,EF439752,KU255868,,"Ravelomanantsoa 2016, https://doi.org/10.7717/peerj.1949",2016,Jason Avalos,
5643,III,,20,,RUN146,CMR33,,Solanum lycopersicum (Tomato),Solanum lycopersicum,Solanum,Solanaceae,Solanales,2005,Cameroon,Cameroon,Middle Africa,Africa,4.806512,12.213754,,,,GU295007,KU255867,,"Ravelomanantsoa 2016, https://doi.org/10.7717/peerj.1949",2016,Jason Avalos,
5644,III,,29,,RUN173,CMR77,,Solanum lycopersicum (Tomato),Solanum lycopersicum,Solanum,Solanaceae,Solanales,2005,Cameroon,Cameroon,Middle Africa,Africa,4.806512,12.213754,,,,KU255926,KU255874,,"Ravelomanantsoa 2016, https://doi.org/10.7717/peerj.1949",2016,Jason Avalos,
5645,III,,29,,TM-T1-CM01A,,,Solanum lycopersicum (Tomato),Solanum lycopersicum,Solanum,Solanaceae,Solanales,2014,Cameroon,Cameroon,Middle Africa,Africa,4.806512,12.213754,,,,KU255945,KU255900,,"Ravelomanantsoa 2016, https://doi.org/10.7717/peerj.1949",2016,Jason Avalos,
5646,III,,29,,TM-T1-CM01B,,,Solanum lycopersicum (Tomato),Solanum lycopersicum,Solanum,Solanaceae,Solanales,2014,Cameroon,Cameroon,Middle Africa,Africa,4.806512,12.213754,,,,KU255946,KU255901,,"Ravelomanantsoa 2016, https://doi.org/10.7717/peerj.1949",2016,Jason Avalos,
5647,III,,29,,TM-T1-CM02A,,,Solanum lycopersicum (Tomato),Solanum lycopersicum,Solanum,Solanaceae,Solanales,2014,Cameroon,Cameroon,Middle Africa,Africa,4.806512,12.213754,,,,KU255947,KU255902,,"Ravelomanantsoa 2016, https://doi.org/10.7717/peerj.1949",2016,Jason Avalos,
5648,III,,29,,TM-T1-CM02B,,,Solanum lycopersicum (Tomato),Solanum lycopersicum,Solanum,Solanaceae,Solanales,2014,Cameroon,Cameroon,Middle Africa,Africa,4.806512,12.213754,,,,KU255948,KU255903,,"Ravelomanantsoa 2016, https://doi.org/10.7717/peerj.1949",2016,Jason Avalos,
5649,III,,29,,TM-T1-CM06A,,,Solanum lycopersicum (Tomato),Solanum lycopersicum,Solanum,Solanaceae,Solanales,2014,Cameroon,Cameroon,Middle Africa,Africa,4.806512,12.213754,,,,KU255949,KU255904,,"Ravelomanantsoa 2016, https://doi.org/10.7717/peerj.1949",2016,Jason Avalos,
5650,III,,29,,TM-T1-CM06B,,,Solanum lycopersicum (Tomato),Solanum lycopersicum,Solanum,Solanaceae,Solanales,2014,Cameroon,Cameroon,Middle Africa,Africa,4.806512,12.213754,,,,KU255950,KU255905,,"Ravelomanantsoa 2016, https://doi.org/10.7717/peerj.1949",2016,Jason Avalos,
5651,III,,29,,TM-T1-CM11A,,,Solanum lycopersicum (Tomato),Solanum lycopersicum,Solanum,Solanaceae,Solanales,2014,Cameroon,Cameroon,Middle Africa,Africa,4.806512,12.213754,,,,KU255951,KU255906,,"Ravelomanantsoa 2016, https://doi.org/10.7717/peerj.1949",2016,Jason Avalos,
5652,III,,29,,TM-T1-CM11B,,,Solanum lycopersicum (Tomato),Solanum lycopersicum,Solanum,Solanaceae,Solanales,2014,Cameroon,Cameroon,Middle Africa,Africa,4.806512,12.213754,,,,KU255952,KU255907,,"Ravelomanantsoa 2016, https://doi.org/10.7717/peerj.1949",2016,Jason Avalos,
5653,III,,29,,TM-T1-CM20,,,Solanum lycopersicum (Tomato),Solanum lycopersicum,Solanum,Solanaceae,Solanales,2014,Cameroon,Cameroon,Middle Africa,Africa,4.806512,12.213754,,,,KU255953,KU255908,,"Ravelomanantsoa 2016, https://doi.org/10.7717/peerj.1949",2016,Jason Avalos,
5654,III,,29,,TM-T1-CM21,,,Solanum lycopersicum (Tomato),Solanum lycopersicum,Solanum,Solanaceae,Solanales,2014,Cameroon,Cameroon,Middle Africa,Africa,4.806512,12.213754,,,,KU255954,KU255909,,"Ravelomanantsoa 2016, https://doi.org/10.7717/peerj.1949",2016,Jason Avalos,
5655,III,,29,,TM-T2-CM06,,,Solanum lycopersicum (Tomato),Solanum lycopersicum,Solanum,Solanaceae,Solanales,2014,Cameroon,Cameroon,Middle Africa,Africa,4.806512,12.213754,,,,KU255955,KU255910,,"Ravelomanantsoa 2016, https://doi.org/10.7717/peerj.1949",2016,Jason Avalos,
5656,III,,29,,TM-T2-CM07A,,,Solanum lycopersicum (Tomato),Solanum lycopersicum,Solanum,Solanaceae,Solanales,2014,Cameroon,Cameroon,Middle Africa,Africa,4.806512,12.213754,,,,KU255956,KU255911,,"Ravelomanantsoa 2016, https://doi.org/10.7717/peerj.1949",2016,Jason Avalos,
5657,III,,29,,TM-T2-CM07B,,,Solanum lycopersicum (Tomato),Solanum lycopersicum,Solanum,Solanaceae,Solanales,2014,Cameroon,Cameroon,Middle Africa,Africa,4.806512,12.213754,,,,KU255957,KU255912,,"Ravelomanantsoa 2016, https://doi.org/10.7717/peerj.1949",2016,Jason Avalos,
5658,III,,29,,TM-T2-CM16,,,Solanum lycopersicum (Tomato),Solanum lycopersicum,Solanum,Solanaceae,Solanales,2014,Cameroon,Cameroon,Middle Africa,Africa,4.806512,12.213754,,,,KU255958,KU255913,,"Ravelomanantsoa 2016, https://doi.org/10.7717/peerj.1949",2016,Jason Avalos,
5659,III,,29,,TM-T2-CM17,,,Solanum lycopersicum (Tomato),Solanum lycopersicum,Solanum,Solanaceae,Solanales,2014,Cameroon,Cameroon,Middle Africa,Africa,4.806512,12.213754,,,,KU255959,KU255914,,"Ravelomanantsoa 2016, https://doi.org/10.7717/peerj.1949",2016,Jason Avalos,
5660,III,,29,,TM-T2-CM18A,,,Solanum lycopersicum (Tomato),Solanum lycopersicum,Solanum,Solanaceae,Solanales,2014,Cameroon,Cameroon,Middle Africa,Africa,4.806512,12.213754,,,,KU255960,KU255915,,"Ravelomanantsoa 2016, https://doi.org/10.7717/peerj.1949",2016,Jason Avalos,
5661,III,,29,,TM-T2-CM18B,,,Solanum lycopersicum (Tomato),Solanum lycopersicum,Solanum,Solanaceae,Solanales,2014,Cameroon,Cameroon,Middle Africa,Africa,4.806512,12.213754,,,,KU255961,KU255916,,"Ravelomanantsoa 2016, https://doi.org/10.7717/peerj.1949",2016,Jason Avalos,
5662,III,,29,,CFBP7036,CMR62 ,,Solanum lycopersicum (Tomato),Solanum lycopersicum,Solanum,Solanaceae,Solanales,2005,"Foumbot, Cameroon",Cameroon,Middle Africa,Africa,5.510861,10.638147,,,,EF439759,KU255870,,"Ravelomanantsoa 2016, https://doi.org/10.7717/peerj.1949",2016,Jason Avalos,
5663,III,,29,,CFBP7040,CMR75,,Solanum lycopersicum (Tomato),Solanum lycopersicum,Solanum,Solanaceae,Solanales,2005,"Melong, Cameroon",Cameroon,Middle Africa,Africa,5.121582,9.949155,,,,EF439762,KU255872,,"Ravelomanantsoa 2016, https://doi.org/10.7717/peerj.1949",2016,Jason Avalos,
5664,III,,29,,CFBP7041,CMR76,,Solanum lycopersicum (Tomato),Solanum lycopersicum,Solanum,Solanaceae,Solanales,2005,"Melong, Cameroon",Cameroon,Middle Africa,Africa,5.121582,9.949155,,,,EF439763,EF439786,,"Ravelomanantsoa 2016, https://doi.org/10.7717/peerj.1949",2016,Jason Avalos,
5665,III,,29,,RUN175,CMR79,,Solanum lycopersicum (Tomato),Solanum lycopersicum,Solanum,Solanaceae,Solanales,2005,"Melong, Cameroon",Cameroon,Middle Africa,Africa,5.121582,9.949155,,,,KU255927,KU255876,,"Ravelomanantsoa 2016, https://doi.org/10.7717/peerj.1949",2016,Jason Avalos,
5666,III,,29,,CFBP7022,CMR56,,Solanum scabrum (Garden Huckleberry),Solanum scabrum,Solanum,Solanaceae,Solanales,2005,"Foumbot, Cameroon",Cameroon,Middle Africa,Africa,5.510861,10.638147,,,,EF439758,KU255861,,"Ravelomanantsoa 2016, https://doi.org/10.7717/peerj.1949",2016,Jason Avalos,
5667,III,,29,,RUN235,CMR53,,Solanum tuberosum (Potato),Solanum tuberosum,Solanum,Solanaceae,Solanales,2005,Cameroon,Cameroon,Middle Africa,Africa,4.806512,12.213754,,,,KU255928,KU255880,,"Ravelomanantsoa 2016, https://doi.org/10.7717/peerj.1949",2016,Jason Avalos,
5668,III,,29,,CIP358,,,Solanum tuberosum (Potato),Solanum tuberosum,Solanum,Solanaceae,Solanales,1989,Cameroon,Cameroon,Middle Africa,Africa,4.806512,12.213754,,,,KU255917,,,"Ravelomanantsoa 2016, https://doi.org/10.7717/peerj.1949",2016,Jason Avalos,
5669,III,,29,,CFBP7033,CMR43,,Solanum tuberosum (Potato),Solanum tuberosum,Solanum,Solanaceae,Solanales,2005,"Dschang (ZAE3), Cameroon",Cameroon,Middle Africa,Africa,5.452149,10.052308,,,,EF439753,KU255869,,"Ravelomanantsoa 2016, https://doi.org/10.7717/peerj.1949",2016,Jason Avalos,
5670,III,,48,,CIV56,,,Solanum tuberosum (Potato),Solanum tuberosum,Solanum,Solanaceae,Solanales,2010,Ivory Coast,Cote d'Ivoire,Western Africa,Africa,7.806563,-5.379007,,,,KU255942,KU255897,,"Ravelomanantsoa 2016, https://doi.org/10.7717/peerj.1949",2016,Jason Avalos,
5671,III,,48,,CIV57,,,Solanum tuberosum (Potato),Solanum tuberosum,Solanum,Solanaceae,Solanales,2010,Ivory Coast,Cote d'Ivoire,Western Africa,Africa,7.806563,-5.379007,,,,KU255943,KU255898,,"Ravelomanantsoa 2016, https://doi.org/10.7717/peerj.1949",2016,Jason Avalos,
5672,III,,48,,CIV59,,,Solanum tuberosum (Potato),Solanum tuberosum,Solanum,Solanaceae,Solanales,2010,Ivory Coast,Cote d'Ivoire,Western Africa,Africa,7.806563,-5.379007,,,,KU255944,KU255899,,"Ravelomanantsoa 2016, https://doi.org/10.7717/peerj.1949",2016,Jason Avalos,
5673,III,,43,,DGBBC1125,,,Solanum tuberosum (Potato),Solanum tuberosum,Solanum,Solanaceae,Solanales,,Guinea,Guinea,Western Africa,Africa,10.785546,-11.029862,,,,GU295008,KU255889,,"Ravelomanantsoa 2016, https://doi.org/10.7717/peerj.1949",2016,Jason Avalos,
5674,III,,42,,DGBBC1136,,,Solanum tuberosum (Potato),Solanum tuberosum,Solanum,Solanaceae,Solanales,,Guinea,Guinea,Western Africa,Africa,10.785546,-11.029862,,,,KU255930,KU255885,,"Ravelomanantsoa 2016, https://doi.org/10.7717/peerj.1949",2016,Jason Avalos,
5675,III,,43,,DGBBC1138_UW685,,,Solanum tuberosum (Potato),Solanum tuberosum,Solanum,Solanaceae,Solanales,,Guinea,Guinea,Western Africa,Africa,10.785546,-11.029862,GCA_023075375.1,Contig(85),Illumina,GU295009,KU255883,,"Ravelomanantsoa 2016, https://doi.org/10.7717/peerj.1949",2016,Jason Avalos,
5676,III,,42,,DGBBC1139,,,Solanum tuberosum (Potato),Solanum tuberosum,Solanum,Solanaceae,Solanales,,Guinea,Guinea,Western Africa,Africa,10.785546,-11.029862,,,,KU255929,KU255882,,"Ravelomanantsoa 2016, https://doi.org/10.7717/peerj.1949",2016,Jason Avalos,
5677,III,,42,,DGBBC1222,,,Solanum tuberosum (Potato),Solanum tuberosum,Solanum,Solanaceae,Solanales,,Guinea,Guinea,Western Africa,Africa,10.785546,-11.029862,,,,KU255931,KU255886,,"Ravelomanantsoa 2016, https://doi.org/10.7717/peerj.1949",2016,Jason Avalos,
5678,III,,42,,DGBBC1223,,,Solanum tuberosum (Potato),Solanum tuberosum,Solanum,Solanaceae,Solanales,,Guinea,Guinea,Western Africa,Africa,10.785546,-11.029862,,,,KU255932,KU255887,,"Ravelomanantsoa 2016, https://doi.org/10.7717/peerj.1949",2016,Jason Avalos,
5679,III,,42,,DGBBC1227,,,Solanum tuberosum (Potato),Solanum tuberosum,Solanum,Solanaceae,Solanales,,Guinea,Guinea,Western Africa,Africa,10.785546,-11.029862,,,,GU295011,KU255884,,"Ravelomanantsoa 2016, https://doi.org/10.7717/peerj.1949",2016,Jason Avalos,
5680,III,,42,,DGBBC1259,,,Solanum tuberosum (Potato),Solanum tuberosum,Solanum,Solanaceae,Solanales,,Guinea,Guinea,Western Africa,Africa,10.785546,-11.029862,,,,KU255933,KU255888,,"Ravelomanantsoa 2016, https://doi.org/10.7717/peerj.1949",2016,Jason Avalos,
5681,III,,19,,CFBP734,,,Solanum tuberosum (Potato),Solanum tuberosum,Solanum,Solanaceae,Solanales,1965,Madagascar,Madagascar,Eastern Africa,Africa,-19.373534,46.705984,,,,KU255934,KU255890,,"Ravelomanantsoa 2016, https://doi.org/10.7717/peerj.1949",2016,Jason Avalos,
5682,III,,19,,CFBP4809,,,Pelargonium sp. (Geranium),,Pelargonium,Geraniaceae,Geraniales,1992,"Reunion Island, France",Reunion Island,Eastern Africa,Africa,-21.278098,55.376823,,,,KU255939,KU255894,,"Ravelomanantsoa 2016, https://doi.org/10.7717/peerj.1949",2016,Jason Avalos,
5683,III,,19,,JT525,,,Pelargonium x asperum,Pelargonium x asperum,Pelargonium,Geraniaceae,Geraniales,1993,"Reunion Island, France",Reunion Island,Eastern Africa,Africa,-21.278098,55.376823,,,,KU255920,KU255862,,"Ravelomanantsoa 2016, https://doi.org/10.7717/peerj.1949",2016,Jason Avalos,
5684,III,,19,,JT528,,,Solanum tuberosum (Potato),Solanum tuberosum,Solanum,Solanaceae,Solanales,1993,"Reunion Island, France",Reunion Island,Eastern Africa,Africa,-21.278098,55.376823,,,,KU255921,KU255863,,"Ravelomanantsoa 2016, https://doi.org/10.7717/peerj.1949",2016,Jason Avalos,
5685,III,,19,,CFBP4963,,,Solanum tuberosum (Potato),Solanum tuberosum,Solanum,Solanaceae,Solanales,1993,"Tan Rouge 700m, Reunion Island, France",Reunion Island,Eastern Africa,Africa,47.47098,3.846973,,,,KU255940,KU255895,,"Ravelomanantsoa 2016, https://doi.org/10.7717/peerj.1949",2016,Jason Avalos,
5686,III,,21,,K179,,,Nicotiana tabacum (Tobacco),Nicotiana tabacum,Nicotiana,Solanaceae,Solanales,1959,Zimbabwe,Zimbabwe,Eastern Africa,Africa,-19.189459,29.938669,,,,KU255924,AY756763,,"Ravelomanantsoa 2016, https://doi.org/10.7717/peerj.1949",2016,Jason Avalos,
5687,III,,20,,NCPPB342,,,Nicotiana tabacum (Tobacco),Nicotiana tabacum,Nicotiana,Solanaceae,Solanales,,Zimbabwe,Zimbabwe,Eastern Africa,Africa,-19.189459,29.938669,,,,KU255923,AY756815,,"Ravelomanantsoa 2016, https://doi.org/10.7717/peerj.1949",2016,Jason Avalos,
5688,III,,22,,NCPPB283,,,Solanum campylacanthum,Solanum campylacanthum,Solanum,Solanaceae,Solanales,1950,Zimbabwe,Zimbabwe,Eastern Africa,Africa,-19.189459,29.938669,,,,KU255935,KU255891,,"Ravelomanantsoa 2016, https://doi.org/10.7717/peerj.1949",2016,Jason Avalos,
5689,III,,22,,JS949,,,Solanum tuberosum (Potato),Solanum tuberosum,Solanum,Solanaceae,Solanales,,Zimbabwe,Zimbabwe,Eastern Africa,Africa,-19.189459,29.938669,,,,KU255941,KU255896,,"Ravelomanantsoa 2016, https://doi.org/10.7717/peerj.1949",2016,Jason Avalos,
5690,III,,22,,NCPPB332,,,Solanum tuberosum (Potato),Solanum tuberosum,Solanum,Solanaceae,Solanales,1954,Zimbabwe,Zimbabwe,Eastern Africa,Africa,-19.189459,29.938669,,,,KU255922,KU255864,,"Ravelomanantsoa 2016, https://doi.org/10.7717/peerj.1949",2016,Jason Avalos,
5691,III,,20,,NCPPB505,,,Symphytum sp. (Comfrey),,Symphytum,Boraginaceae,Boraginales,1957,Zimbabwe,Zimbabwe,Eastern Africa,Africa,-19.189459,29.938669,,,,KU255937,KU255892,,"Ravelomanantsoa 2016, https://doi.org/10.7717/peerj.1949",2016,Jason Avalos,
5692,I,,,,CRs-Cl,,,Capsicum annuum (Pepper),Capsicum annuum,Capsicum,Solanaceae,Solanales,2013,"Calicut, Kerala, India",India,Southern Asia,Asia,11.245204,75.775398,,,,,,,"Sakthivel 2016, https://doi.org/10.1094/PDIS-03-15-0258-RE",2016,Benjamin Ramirez,
5693,I,,,,CRs-Ch,,,Capsicum annuum (Pepper),Capsicum annuum,Capsicum,Solanaceae,Solanales,2013,"Chidiya Tapu, Andaman and Nicobar Islands, India",India,Southern Asia,Asia,11.664535,92.739045,,,,,,,"Sakthivel 2016, https://doi.org/10.1094/PDIS-03-15-0258-RE",2016,Benjamin Ramirez,
5694,I,,,,CRs-Gr,,,Capsicum annuum (Pepper),Capsicum annuum,Capsicum,Solanaceae,Solanales,2013,"Garacharma, Andaman and Nicobar Islands, India",India,Southern Asia,Asia,11.613929,92.703662,,,,,,,"Sakthivel 2016, https://doi.org/10.1094/PDIS-03-15-0258-RE",2016,Benjamin Ramirez,
